"city","id","genus","species","cultivar","lat","long","dbh","SP_SCIEN","OWNER"
"Halifax","TRE141919","Sorbus","aucuparia",NA,44.6435652170001,-63.582869161,NA,"SOAU",NA
"Halifax","TRE142196","Ulmus","americana","Princeton ",44.6431241240001,-63.581649242,NA,"ULAM_P",NA
"Halifax","TRE142276","Ulmus","americana","Princeton ",44.6433187740001,-63.581101637,NA,"ULAM_P",NA
"Halifax","TRE142073","Ulmus","glabra",NA,44.643425419,-63.580833608,NA,"ULGL",NA
"Halifax","TRE142315","Metasequoia","glyptostroboides",NA,44.643117471,-63.582569803,NA,"MEGL",NA
"Halifax","TRE142335","Ginkgo","biloba",NA,44.642114291,-63.581079561,NA,"GIBI",NA
"Halifax","TRE141923","Cornus","kousa",NA,44.642176697,-63.581702946,NA,"COKO",NA
"Halifax","TRE142325","Chamaecyparis","pisifera",NA,44.6421868080001,-63.581586414,NA,"CHPI",NA
"Halifax","TRE142106","Ulmus","glabra","Lutescens",44.642531623,-63.582217371,NA,"ULGL_L",NA
"Halifax","TRE142321","Tsuga","canadensis","Jeddeloh ",44.6424415560001,-63.580318738,NA,"TSCA_J",NA
"Halifax","TRE142179","Pyrus","calleryana","Chanticleer ",44.642730455,-63.58087812,NA,"PYCACH",NA
"Halifax","TRE142089","Cornus","kousa",NA,44.64217261,-63.5820033859999,NA,"COKO",NA
"Halifax","TRE141874","Ulmus","glabra",NA,44.6426469830001,-63.583791375,NA,"ULGL",NA
"Halifax","TRE141944","Ulmus","americana","Princeton ",44.6430440290001,-63.582232409,NA,"ULAM_P",NA
"Halifax","TRE142359","Chamaecyparis","pisifera",NA,44.6426801750001,-63.5810445399999,NA,"CHPI",NA
"Halifax","TRE141920","Tilia","europaea",NA,44.6435185290001,-63.5839233839999,NA,"TIEU2",NA
"Halifax","TRE142071","Tilia","europaea",NA,44.6438423920001,-63.582531676,NA,"TIEU2",NA
"Halifax","TRE142066","Magnolia","soulangiana",NA,44.6434640790001,-63.583381597,NA,"MASO",NA
"Halifax","TRE141959","Magnolia","soulangiana",NA,44.6429484400001,-63.583790833,NA,"MASO",NA
"Halifax","TRE142373","Pinus","cembra",NA,44.6430784280001,-63.5807018629999,NA,"PICE2",NA
"Halifax","TRE141940","Fagus","sylvatica","Purpurea ",44.643533742,-63.583797384,NA,"FASYP",NA
"Halifax","TRE141988","Aralia","elata",NA,44.641768293,-63.583229102,NA,"AREL",NA
"Halifax","TRE141981","Tilia","europaea",NA,44.643363229,-63.580821505,NA,"TIEU2",NA
"Halifax","TRE142259","Ulmus","americana","Princeton ",44.643327023,-63.581313366,NA,"ULAM_P",NA
"Halifax","TRE142015","Sorbus","aucuparia",NA,44.6435070650001,-63.58181408,NA,"SOAU",NA
"Halifax","TRE142152","Tilia","europaea",NA,44.6423215950001,-63.581685448,NA,"TIEU2",NA
"Halifax","TRE142078","Acer","Platanoides",NA,44.642115425,-63.58096927,NA,"ACPL",NA
"Halifax","TRE142184","Betula","alleghaniensis",NA,44.64311852,-63.582263505,NA,"BEAL",NA
"Halifax","TRE142264","Cercidiphyllum","japonicum",NA,44.6430213570001,-63.583468367,NA,"CEJA",NA
"Halifax","TRE142177","Fagus","sylvatica",NA,44.64397316,-63.581936387,NA,"FASY",NA
"Halifax","TRE142044","Ulmus","glabra",NA,44.6420671390001,-63.5835145849999,NA,"ULGL",NA
"Halifax","TRE141972","Amelanchier","canadensis",NA,44.6428976620001,-63.5804790879999,NA,"AMCA",NA
"Halifax","TRE141963","Acer","palmatum","Bloodgood ",44.642944948,-63.5807461479999,NA,"ACPA_B",NA
"Halifax","TRE141869","Ulmus","glabra",NA,44.643122643,-63.582072766,NA,"ULGL",NA
"Halifax","TRE142126","CROX","Crataegus","monogyna",44.642310294,-63.583637725,NA,"CROX",NA
"Halifax","TRE142198","Aesculus","Hippocastanum",NA,44.6438346040001,-63.580770527,NA,"AEHI",NA
"Halifax","TRE142137","Ulmus","glabra",NA,44.643905659,-63.580828872,NA,"ULGL",NA
"Halifax","TRE142360","Chamaecyparis","pisifera",NA,44.642637855,-63.581591611,NA,"CHPI",NA
"Halifax","TRE142250","Acer","pseudoplatanus",NA,44.641900417,-63.5817854919999,NA,"ACPS",NA
"Halifax","TRE141873","Tilia","europaea",NA,44.642829986,-63.583780025,NA,"TIEU2",NA
"Halifax","TRE142323","Pinus","nigra",NA,44.6431151840001,-63.5807873379999,NA,"PINI",NA
"Halifax","TRE142084","CROX","Crataegus","monogyna",44.64324372,-63.582732995,NA,"CROX",NA
"Halifax","TRE142268","Tilia","americana",NA,44.643509819,-63.584058727,NA,"TIAM",NA
"Halifax","TRE142173","Sorbus","aucuparia",NA,44.6425598010001,-63.581289628,NA,"SOAU",NA
"Halifax","TRE141915","Ulmus","glabra",NA,44.6433216500001,-63.5812030719999,NA,"ULGL",NA
"Halifax","TRE142269","Tilia","americana",NA,44.643204643,-63.584000712,NA,"TIAM",NA
"Halifax","TRE142345","Chamaecyparis","pisifera",NA,44.6426383400001,-63.581077907,NA,"CHPI",NA
"Halifax","TRE142023","Betula","alleghaniensis",NA,44.643555319,-63.583686577,NA,"BEAL",NA
"Halifax","TRE142299","Tilia","europaea",NA,44.643986989,-63.582288002,NA,"TIEU2",NA
"Halifax","TRE142154","Tilia","europaea",NA,44.644203605,-63.581411902,NA,"TIEU2",NA
"Halifax","TRE142053","Quercus","rubra",NA,44.6419633610001,-63.582417526,NA,"QURU",NA
"Halifax","TRE142183","Platanus","hybrida",NA,44.642967377,-63.5826827189999,NA,"PLAC",NA
"Halifax","TRE142006","Ulmus","parvifolia",NA,44.643572191,-63.5835471309999,NA,"ULPA",NA
"Halifax","TRE142037","Ulmus","glabra",NA,44.6420076740001,-63.583478841,NA,"ULGL",NA
"Halifax","TRE142241","Cornus","kousa",NA,44.6432387180001,-63.581677579,NA,"COKO",NA
"Halifax","TRE142028","Fagus","sylvatica","Purpurea ",44.6428938290001,-63.5834619829999,NA,"FASYP",NA
"Halifax","TRE141991","Acer","Platanoides","schwedleri ",44.6429887800001,-63.5807865749999,NA,"ACPLSC",NA
"Halifax","TRE142206","CROX","Crataegus","monogyna",44.642534868,-63.583400922,NA,"CROX",NA
"Halifax","TRE142164","ULAM","Ulmus","americana",44.642260503,-63.581987496,NA,"ULAM",NA
"Halifax","TRE142281","Cornus","kousa",NA,44.6432630730001,-63.580621911,NA,"COKO",NA
"Halifax","TRE142242","Betula","alleghaniensis",NA,44.643931412,-63.582012934,NA,"BEAL",NA
"Halifax","TRE141899","Ulmus","glabra",NA,44.6416900460001,-63.5832709699999,NA,"ULGL",NA
"Halifax","TRE142095","Metasequoia","glyptostroboides","Goldrush ",44.6416276960001,-63.583223295,NA,"MEGL_G",NA
"Halifax","TRE142191","Ulmus","glabra",NA,44.642736707,-63.580626278,NA,"ULGL",NA
"Halifax","TRE142040","Sorbus","aucuparia",NA,44.6430608370001,-63.5825126,NA,"SOAU",NA
"Halifax","TRE142061","Acer","pseudoplatanus",NA,44.643692722,-63.5806977619999,NA,"ACPS",NA
"Halifax","TRE142010","Ulmus","americana","Princeton ",44.64272191,-63.583712514,NA,"ULAM_P",NA
"Halifax","TRE141885","Syringa","reticulata",NA,44.6432949480001,-63.583307744,NA,"SYRE",NA
"Halifax","TRE142047","Ulmus","glabra",NA,44.642795876,-63.5829031759999,NA,"ULGL",NA
"Halifax","TRE141905","Tilia","europaea",NA,44.644127924,-63.5816328229999,NA,"TIEU2",NA
"Halifax","TRE142069","Tilia","europaea",NA,44.643445974,-63.5840876899999,NA,"TIEU2",NA
"Halifax","TRE141987","Ulmus","americana","Princeton ",44.6429001440001,-63.58282495,NA,"ULAM_P",NA
"Halifax","TRE141941","ULAM","Ulmus","americana",44.6432985500001,-63.584157316,NA,"ULAM",NA
"Halifax","TRE142270","Tilia","americana",NA,44.643516886,-63.584131477,NA,"TIAM",NA
"Halifax","TRE142236","Fagus","sylvatica",NA,44.6439476400001,-63.581661014,NA,"FASY",NA
"Halifax","TRE141926","Acer","Rubrum",NA,44.6438160000001,-63.582640138,NA,"ACRU",NA
"Halifax","TRE142246","Picea","glauca",NA,44.6430636170001,-63.581250493,NA,"PIGL1",NA
"Halifax","TRE142350","Chamaecyparis","pisifera",NA,44.6429497250001,-63.580643575,NA,"CHPI",NA
"Halifax","TRE142331","Pinus","cembra",NA,44.6432320100001,-63.5809465359999,NA,"PICE2",NA
"Halifax","TRE142327","Tsuga","canadensis",NA,44.64313465,-63.5810236299999,NA,"TSCA",NA
"Halifax","TRE142038","Tilia","europaea",NA,44.6426169220001,-63.583633053,NA,"TIEU2",NA
"Halifax","TRE141900","Malus","Profusion",NA,44.6419562520001,-63.581914662,NA,"MAPR",NA
"Halifax","TRE141927","Acer","palmatum","Bloodgood ",44.6426946890001,-63.5816719979999,NA,"ACPA_B",NA
"Halifax","TRE141942","CROX","Crataegus","monogyna",44.6436070180001,-63.583038657,NA,"CROX",NA
"Halifax","TRE142088","Salix","alba","Tristis ",44.6439080070001,-63.5822547509999,NA,"SAALT",NA
"Halifax","TRE142146","COCO1","Cotinus","coggygria",44.642728242,-63.580458259,NA,"COCO1",NA
"Halifax","TRE142232","Prunus","pensylvanica",NA,44.643246844,-63.5817784389999,NA,"PRPE1",NA
"Halifax","TRE141914","Thuja","occidentalis","Smaragd ",44.6430317410001,-63.581046917,NA,"THOC_S",NA
"Halifax","TRE142203","Tilia","europaea",NA,44.6427065230001,-63.583322059,NA,"TIEU2",NA
"Halifax","TRE142205","Tilia","europaea",NA,44.6436855060001,-63.5808308009999,NA,"TIEU2",NA
"Halifax","TRE142065","Acer","Platanoides","schwedleri ",44.643363476,-63.583227113,NA,"ACPLSC",NA
"Halifax","TRE142124","Salix","alba","Tristis ",44.6424019610001,-63.581526466,NA,"SAALT",NA
"Halifax","TRE142229","Morus","alba",NA,44.643943682,-63.581064437,NA,"MOAL",NA
"Halifax","TRE141938","Magnolia","acuminata",NA,44.6438427260001,-63.581505767,NA,"MAAC",NA
"Halifax","TRE142051","Pinus","heldreichii",NA,44.6424250370001,-63.5803906099999,NA,"PIHE",NA
"Halifax","TRE142346","Chamaecyparis","pisifera",NA,44.6419340080001,-63.582561472,NA,"CHPI",NA
"Halifax","TRE142141","Acer","palmatum","Bloodgood ",44.6430355460001,-63.5809180099999,NA,"ACPA_B",NA
"Halifax","TRE142157","Morus","alba","Pendula ",44.6424022960001,-63.580779481,NA,"MOAL_P",NA
"Halifax","TRE142307","Picea","pungens","Pendula ",44.643424667,-63.583988318,NA,"PIPU_P",NA
"Halifax","TRE142357","Chamaecyparis","pisifera",NA,44.6425847040001,-63.5816365869999,NA,"CHPI",NA
"Halifax","TRE141913","Ulmus","parvifolia",NA,44.642807761,-63.5839107849999,NA,"ULPA",NA
"Halifax","TRE141884","Cornus","kousa",NA,44.6422308190001,-63.5829306689999,NA,"COKO",NA
"Halifax","TRE142248","Acer","Platanoides","schwedleri ",44.643415668,-63.583270017,NA,"ACPLSC",NA
"Halifax","TRE142226","Ulmus","procera",NA,44.642865531,-63.582481495,NA,"ULPR",NA
"Halifax","TRE141993","Tilia","europaea",NA,44.6419669370001,-63.5815518639999,NA,"TIEU2",NA
"Halifax","TRE142369","Chamaecyparis","pisifera","Filifera ",44.643017893,-63.580716584,NA,"CHPI_F",NA
"Halifax","TRE142351","Pinus","nigra",NA,44.644160518,-63.581218639,NA,"PINI",NA
"Halifax","TRE142070","Ulmus","glabra",NA,44.643340886,-63.580618117,NA,"ULGL",NA
"Halifax","TRE142087","CRMO","T","Crataegus mordensis",44.6431656930001,-63.582709999,NA,"CRMO_T",NA
"Halifax","TRE141902","Cercis","canadensis",NA,44.642795736,-63.580498526,NA,"CECA",NA
"Halifax","TRE142272","Tilia","americana",NA,44.6431707620001,-63.5840974499999,NA,"TIAM",NA
"Halifax","TRE141994","Quercus","rubra",NA,44.643462427,-63.581705063,NA,"QURU",NA
"Halifax","TRE142022","Tilia","europaea",NA,44.6442551430001,-63.5812035229999,NA,"TIEU2",NA
"Halifax","TRE142317","Chamaecyparis","pisifera",NA,44.6422037820001,-63.581465852,NA,"CHPI",NA
"Halifax","TRE142054","Acer","Platanoides",NA,44.643615842,-63.5807698309999,NA,"ACPL",NA
"Halifax","TRE142186","Cornus","kousa",NA,44.643345712,-63.5815757349999,NA,"COKO",NA
"Halifax","TRE142172","Betula","nigra",NA,44.6423844280001,-63.5832060019999,NA,"BENI",NA
"Halifax","TRE142238","Quercus","robur",NA,44.6434972370001,-63.580714562,NA,"QURO",NA
"Halifax","TRE141976","Tilia","europaea",NA,44.6438834310001,-63.5819953289999,NA,"TIEU2",NA
"Halifax","TRE141950","Acer","Campestre",NA,44.6416822320001,-63.5830004379999,NA,"ACCA",NA
"Halifax","TRE142343","Larix","decidua",NA,44.6419518810001,-63.582645661,NA,"LADE",NA
"Halifax","TRE142052","Quercus","robur",NA,44.6425770430001,-63.5804075949999,NA,"QURO",NA
"Halifax","TRE141962","Ulmus","glabra",NA,44.6430950870001,-63.5840405659999,NA,"ULGL",NA
"Halifax","TRE142324","Pinus","cembra",NA,44.6432143000001,-63.580712879,NA,"PICE2",NA
"Halifax","TRE141886","Tilia","europaea",NA,44.644251996,-63.5810875719999,NA,"TIEU2",NA
"Halifax","TRE142194","Acer","Platanoides",NA,44.6418225950001,-63.582529944,NA,"ACPL",NA
"Halifax","TRE142312","Pinus","nigra",NA,44.643540768,-63.580776268,NA,"PINI",NA
"Halifax","TRE141933","Tilia","europaea",NA,44.6429785780001,-63.583873261,NA,"TIEU2",NA
"Halifax","TRE141893","Acer","Platanoides","Crimson kin",44.642534847,-63.581655723,NA,"ACPLCR",NA
"Halifax","TRE141907","Ulmus","glabra",NA,44.641868861,-63.581961925,NA,"ULGL",NA
"Halifax","TRE141982","Phellodendron","amurense",NA,44.6425809200001,-63.583095386,NA,"PHAM",NA
"Halifax","TRE142230","Quercus","rubra",NA,44.6434415780001,-63.5838190059999,NA,"QURU",NA
"Halifax","TRE142116","Tilia","europaea",NA,44.642776154,-63.583733764,NA,"TIEU2",NA
"Halifax","TRE142130","Acer","Campestre",NA,44.643054367,-63.5826696,NA,"ACCA",NA
"Halifax","TRE142091","Tilia","europaea",NA,44.6437786830001,-63.580872427,NA,"TIEU2",NA
"Halifax","TRE141904","Magnolia","acuminata",NA,44.643451622,-63.5809471549999,NA,"MAAC",NA
"Halifax","TRE142338","Chamaecyparis","pisifera","Plumosa ",44.6418097490001,-63.583071252,NA,"CHPI_P",NA
"Halifax","TRE142365","Pinus","sylvestris",NA,44.6426293710001,-63.580719495,NA,"PISY",NA
"Halifax","TRE142057","Tilia","europaea",NA,44.6434941520001,-63.5828770699999,NA,"TIEU2",NA
"Halifax","TRE141983","Aralia","spinosa",NA,44.642001844,-63.5831942789999,NA,"ARSP",NA
"Halifax","TRE142122","Castanea","dentata",NA,44.641740353,-63.5828880019999,NA,"CADE",NA
"Halifax","TRE142192","Tilia","europaea",NA,44.6428793470001,-63.583816299,NA,"TIEU2",NA
"Halifax","TRE142348","Pinus","nigra",NA,44.6427188700001,-63.582828712,NA,"PINI",NA
"Halifax","TRE142149","Quercus","palustris",NA,44.643088812,-63.5821534,NA,"QUPA",NA
"Halifax","TRE141992","Cornus","kousa",NA,44.6431600810001,-63.582148229,NA,"COKO",NA
"Halifax","TRE142132","Acer","pseudoplatanus",NA,44.6422889840001,-63.583545037,NA,"ACPS",NA
"Halifax","TRE142222","Acer","pseudoplatanus","Aureo",44.6428284310001,-63.582595069,NA,"ACPS_A",NA
"Halifax","TRE142253","Acer","pseudoplatanus",NA,44.6421469470001,-63.583475028,NA,"ACPS",NA
"Halifax","TRE141956","Ulmus","americana","Princeton ",44.6429228870001,-63.582736167,NA,"ULAM_P",NA
"Halifax","TRE142115","Tilia","europaea",NA,44.6433219150001,-63.5809837429999,NA,"TIEU2",NA
"Halifax","TRE142329","Chamaecyparis","nootkatensis","Pendula ",44.641624225,-63.5830442549999,NA,"CHNO_P",NA
"Halifax","TRE142284","ULAM","Ulmus","americana",44.6426936130001,-63.580271911,NA,"ULAM",NA
"Halifax","TRE142349","Chamaecyparis","pisifera",NA,44.641865872,-63.582598783,NA,"CHPI",NA
"Halifax","TRE142131","Tilia","europaea",NA,44.6441891630001,-63.580965281,NA,"TIEU2",NA
"Halifax","TRE142112","Tilia","europaea",NA,44.6425970000001,-63.5835592719999,NA,"TIEU2",NA
"Halifax","TRE142274","Tilia","americana",NA,44.6430770700001,-63.583934179,NA,"TIAM",NA
"Halifax","TRE142282","Quercus","robur",NA,44.6429088260001,-63.581415745,NA,"QURO",NA
"Halifax","TRE142064","Magnolia","denudata","Elizabeth ",44.643150253,-63.5839224809999,NA,"MADE_E",NA
"Halifax","TRE142094","Ulmus","procera",NA,44.6431196390001,-63.581973257,NA,"ULPR",NA
"Halifax","TRE142287","Aesculus","Hippocastanum",NA,44.642765717,-63.580245105,NA,"AEHI",NA
"Halifax","TRE142170","Ulmus","glabra","Camperdownii ",44.6436251750001,-63.581354495,NA,"ULGL_C",NA
"Halifax","TRE142032","COCO1","Cotinus","coggygria",44.643417422,-63.583570192,NA,"COCO1",NA
"Halifax","TRE142098","Ulmus","glabra","Pendula ",44.6420374460001,-63.5820190859999,NA,"ULGL_P",NA
"Halifax","TRE141891","Syringa","reticulata",NA,44.6432974690001,-63.583394615,NA,"SYRE",NA
"Halifax","TRE142344","Picea","pungens","Pendula ",44.643488034,-63.583854705,NA,"PIPU_P",NA
"Halifax","TRE142305","Chamaecyparis","pisifera","Plumosa ",44.6418701650001,-63.583000059,NA,"CHPI_P",NA
"Halifax","TRE141989","Sorbus","aucuparia",NA,44.642638757,-63.581688699,NA,"SOAU",NA
"Halifax","TRE142355","Chamaecyparis","pisifera","Aurea",44.641746536,-63.583027409,NA,"CHPI_A",NA
"Halifax","TRE142213","Acer","pseudoplatanus",NA,44.6418167370001,-63.583373737,NA,"ACPS",NA
"Halifax","TRE142255","Phellodendron","amurense",NA,44.6418790610001,-63.5827787929999,NA,"PHAM",NA
"Halifax","TRE142256","Tilia","europaea",NA,44.643681273,-63.583472748,NA,"TIEU2",NA
"Halifax","TRE141964","Acer","Platanoides",NA,44.643770084,-63.582724734,NA,"ACPL",NA
"Halifax","TRE142021","Acer","pseudoplatanus",NA,44.642190187,-63.581268929,NA,"ACPS",NA
"Halifax","TRE142290","Robinia","pseudoacacia",NA,44.642609957,-63.5801800899999,NA,"ROPSE",NA
"Halifax","TRE142319","Pinus","nigra",NA,44.6433455850001,-63.5806987239999,NA,"PINI",NA
"Halifax","TRE142328","Chamaecyparis","pisifera","Plumosa ",44.6417996910001,-63.583168466,NA,"CHPI_P",NA
"Halifax","TRE142251","Tilia","europaea",NA,44.6428999840001,-63.582575753,NA,"TIEU2",NA
"Halifax","TRE141867","Fraxinus","excelsior","Pendula ",44.6435560400001,-63.5810168579999,NA,"FREX_P",NA
"Halifax","TRE142180","Ulmus","glabra",NA,44.643360758,-63.5841743939999,NA,"ULGL",NA
"Halifax","TRE142090","Acer","pseudoplatanus",NA,44.642458462,-63.583716209,NA,"ACPS",NA
"Halifax","TRE142013","Liriodendron","tulipifera",NA,44.643526282,-63.580864161,NA,"LITU",NA
"Halifax","TRE142244","Fraxinus","excelsior","Pendula ",44.6438875480001,-63.581391701,NA,"FREX_P",NA
"Halifax","TRE142018","Cercidiphyllum","japonicum",NA,44.643455384,-63.581309042,NA,"CEJA",NA
"Halifax","TRE141925","ULAM","Ulmus","americana",44.643428235,-63.584209798,NA,"ULAM",NA
"Halifax","TRE142195","Tilia","europaea",NA,44.6432825320001,-63.5840164799999,NA,"TIEU2",NA
"Halifax","TRE142301","Acer","saccharum",NA,44.642982755,-63.581092091,NA,"ACSA2",NA
"Halifax","TRE142012","Tilia","europaea",NA,44.6440073740001,-63.581021063,NA,"TIEU2",NA
"Halifax","TRE142358","Larix","decidua",NA,44.641721841,-63.582692666,NA,"LADE",NA
"Halifax","TRE142209","Quercus","rubra",NA,44.642652108,-63.58048088,NA,"QURU",NA
"Halifax","TRE142045","Tilia","europaea",NA,44.643968613,-63.580860311,NA,"TIEU2",NA
"Halifax","TRE142245","Syringa","reticulata",NA,44.6440461670001,-63.581486678,NA,"SYRE",NA
"Halifax","TRE142204","Acer","Platanoides","schwedleri ",44.6422910480001,-63.581008174,NA,"ACPLSC",NA
"Halifax","TRE142119","ULAM","Ulmus","americana",44.643056217,-63.580532631,NA,"ULAM",NA
"Halifax","TRE141882","Acer","Platanoides","Crimson kin",44.642178083,-63.5825721309999,NA,"ACPLCR",NA
"Halifax","TRE141883","Liguidambar","styraciflua",NA,44.641590464,-63.5829861679999,NA,"LIST",NA
"Halifax","TRE141916","Ulmus","glabra",NA,44.6422737600001,-63.5804250909999,NA,"ULGL",NA
"Halifax","TRE142082","Liriodendron","tulipifera",NA,44.643453853,-63.583706519,NA,"LITU",NA
"Halifax","TRE142211","Ulmus","glabra",NA,44.642789979,-63.583277016,NA,"ULGL",NA
"Halifax","TRE142083","Prunus","pensylvanica",NA,44.6432156110001,-63.581865194,NA,"PRPE1",NA
"Halifax","TRE141936","Quercus","robur",NA,44.6440389570001,-63.580889581,NA,"QURO",NA
"Halifax","TRE142224","Magnolia","stellata",NA,44.64274929,-63.583570273,NA,"MASI",NA
"Halifax","TRE141887","Ulmus","glabra",NA,44.642957876,-63.580445566,NA,"ULGL",NA
"Halifax","TRE142104","Ulmus","glabra","Camperdownii ",44.643786662,-63.581556682,NA,"ULGL_C",NA
"Halifax","TRE142074","Ulmus","glabra",NA,44.6423151210001,-63.580252996,NA,"ULGL",NA
"Halifax","TRE142233","Robinia","pseudoacacia",NA,44.6424545100001,-63.58016129,NA,"ROPSE",NA
"Halifax","TRE142175","Betula","alleghaniensis",NA,44.6422797720001,-63.582726921,NA,"BEAL",NA
"Halifax","TRE142266","Tilia","europaea",NA,44.642404388,-63.5817561819999,NA,"TIEU2",NA
"Halifax","TRE142058","Ulmus","glabra",NA,44.6419950760001,-63.5814429129999,NA,"ULGL",NA
